case,problem,cores,before,after,reduction_pct,added_copy_bytes,plan,official_record,official_result
case_006,1,5,31151,31151,0.0,13824,方案/p1/n5/case_006_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/实验记录/core_inheritance_v1/evaluations/attempts/20260924T131336-d71176b24a5841509ad1e2b65883adf5/record.json,/Users/liyu/Desktop/中文题目/A题研究/实验记录/core_inheritance_v1/evaluations/attempts/20260924T131336-d71176b24a5841509ad1e2b65883adf5/official_result.json.gz
case_006,2,2,39407,39407,0.0,3456,方案/p2/n2/case_006_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123846-4febb801a6fa4b24942a2a41b30c8ca3/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123846-4febb801a6fa4b24942a2a41b30c8ca3/official_result.json.gz
case_006,2,3,31151,31151,0.0,0,方案/p2/n3/case_006_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123848-326309c08a6142379debaf0f98689d16/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123848-326309c08a6142379debaf0f98689d16/official_result.json.gz
case_006,2,4,31151,31151,0.0,0,方案/p2/n4/case_006_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/实验记录/core_inheritance_v1/evaluations/attempts/20260924T131336-2c588eece0934f2da6ed0b5736c6c445/record.json,/Users/liyu/Desktop/中文题目/A题研究/实验记录/core_inheritance_v1/evaluations/attempts/20260924T131336-2c588eece0934f2da6ed0b5736c6c445/official_result.json.gz
case_006,2,5,31151,31151,0.0,0,方案/p2/n5/case_006_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/实验记录/core_inheritance_v1/evaluations/attempts/20260924T131336-b78d7fe94207473bba4a8e9f6d8b5b5f/record.json,/Users/liyu/Desktop/中文题目/A题研究/实验记录/core_inheritance_v1/evaluations/attempts/20260924T131336-b78d7fe94207473bba4a8e9f6d8b5b5f/official_result.json.gz
case_006,3,2,39362,39362,0.0,3456,方案/p3/n2/case_006_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T124855-082443feb321472daf77b371b4606f3f/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T124855-082443feb321472daf77b371b4606f3f/official_result.json.gz
case_006,3,3,31151,31151,0.0,0,方案/p3/n3/case_006_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T124857-0ddcdb64bc014f579dcbcd04c810ca13/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T124857-0ddcdb64bc014f579dcbcd04c810ca13/official_result.json.gz
case_006,3,4,31151,31151,0.0,0,方案/p3/n4/case_006_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/实验记录/core_inheritance_v1/evaluations/attempts/20260924T131337-c2f6afb0bb1e4ec48254b3322d70eda0/record.json,/Users/liyu/Desktop/中文题目/A题研究/实验记录/core_inheritance_v1/evaluations/attempts/20260924T131337-c2f6afb0bb1e4ec48254b3322d70eda0/official_result.json.gz
case_006,3,5,31151,31151,0.0,0,方案/p3/n5/case_006_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/实验记录/core_inheritance_v1/evaluations/attempts/20260924T131337-f92eddf341a24b799dfa053fdca61f78/record.json,/Users/liyu/Desktop/中文题目/A题研究/实验记录/core_inheritance_v1/evaluations/attempts/20260924T131337-f92eddf341a24b799dfa053fdca61f78/official_result.json.gz
case_007,1,2,507494,507494,0.0,27648,方案/p1/n2/case_007_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T093713-afd045b104a6437197e4a8e5eb5afbbe/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T093713-afd045b104a6437197e4a8e5eb5afbbe/official_result.json.gz
case_007,1,3,338094,338094,0.0,55296,方案/p1/n3/case_007_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123914-c8fbe56a011e43e0bb78a33fcf0e0442/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123914-c8fbe56a011e43e0bb78a33fcf0e0442/official_result.json.gz
case_007,1,4,254398,254398,0.0,82944,方案/p1/n4/case_007_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123944-cc8f26df6af543d193a24219514f7413/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123944-cc8f26df6af543d193a24219514f7413/official_result.json.gz
case_007,1,5,203834,203834,0.0,110592,方案/p1/n5/case_007_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T093723-05a502307b5c4221b1e6054a3c1091f9/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T093723-05a502307b5c4221b1e6054a3c1091f9/official_result.json.gz
case_007,2,2,506906,506906,0.0,35328,方案/p2/n2/case_007_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123911-d52ac376cbf54a52b864ca00ff3cf1b7/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123911-d52ac376cbf54a52b864ca00ff3cf1b7/official_result.json.gz
case_007,2,3,338094,338094,0.0,55296,方案/p2/n3/case_007_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123916-3e922676e1d54c68bbea51a1638799bf/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123916-3e922676e1d54c68bbea51a1638799bf/official_result.json.gz
case_007,2,4,254398,254398,0.0,82944,方案/p2/n4/case_007_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123929-788e0cd254464df6ad0e38c3a3f1650e/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123929-788e0cd254464df6ad0e38c3a3f1650e/official_result.json.gz
case_007,2,5,203834,203834,0.0,110592,方案/p2/n5/case_007_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T093729-ab8fe3c523314904becfcea7bc7f4ae7/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T093729-ab8fe3c523314904becfcea7bc7f4ae7/official_result.json.gz
case_007,3,2,506906,506906,0.0,35328,方案/p3/n2/case_007_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T124955-2161056be7814947819fe99cd6272e5d/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T124955-2161056be7814947819fe99cd6272e5d/official_result.json.gz
case_007,3,3,338094,338094,0.0,55296,方案/p3/n3/case_007_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T125008-8fa4175789b84b089551b1d1832bb1b5/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T125008-8fa4175789b84b089551b1d1832bb1b5/official_result.json.gz
case_007,3,4,254398,254398,0.0,82944,方案/p3/n4/case_007_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T125039-7252712cca7f4d798dea0a8a9c3f4cb2/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T125039-7252712cca7f4d798dea0a8a9c3f4cb2/official_result.json.gz
case_007,3,5,203834,203834,0.0,110592,方案/p3/n5/case_007_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T125111-7d935566fd9a4357a13adb9074c70d6b/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T125111-7d935566fd9a4357a13adb9074c70d6b/official_result.json.gz
case_008,1,1,487605,487605,0.0,0,方案/p1/n1/case_008_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/pilot_fullpool_v2/evaluations/attempts/20260924T093803-4b2813ddefc44c5e9a814ba09abbca2f/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/pilot_fullpool_v2/evaluations/attempts/20260924T093751-31c30ced1eba4afa86b54287bbcfdbae/official_result.json.gz
case_008,1,2,244266,244266,0.0,0,方案/p1/n2/case_008_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T093710-8bb1bf73c4104e4fad3dec4ec0226c37/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T093710-8bb1bf73c4104e4fad3dec4ec0226c37/official_result.json.gz
case_008,1,3,163359,163359,0.0,0,方案/p1/n3/case_008_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123914-00d52e05f0dd47ebab354c61d1523e40/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123914-00d52e05f0dd47ebab354c61d1523e40/official_result.json.gz
case_008,1,4,123060,123060,0.0,0,方案/p1/n4/case_008_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123918-864fd38555a74705b2ed723298893161/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123918-864fd38555a74705b2ed723298893161/official_result.json.gz
case_008,1,5,100603,100603,0.0,0,方案/p1/n5/case_008_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T093712-dd4a6f021a9e4c5aac96bb070cb7c060/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T093712-dd4a6f021a9e4c5aac96bb070cb7c060/official_result.json.gz
case_008,2,1,487605,487605,0.0,0,方案/p2/n1/case_008_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/pilot_fullpool_v2/evaluations/attempts/20260924T093803-b08c5a7ae1084d1db757636d1ac062ac/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/pilot_fullpool_v2/evaluations/attempts/20260924T093755-56ab02ffe29f46168be47ff464506fb4/official_result.json.gz
case_008,2,2,244266,244266,0.0,0,方案/p2/n2/case_008_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T093712-e79f20cd4dc144d1a4d84e66f8ff3335/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T093712-e79f20cd4dc144d1a4d84e66f8ff3335/official_result.json.gz
case_008,2,3,163359,163359,0.0,0,方案/p2/n3/case_008_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123930-16b5076a03324ff6b19dec62f1c932c1/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123930-16b5076a03324ff6b19dec62f1c932c1/official_result.json.gz
case_008,2,4,123060,123060,0.0,0,方案/p2/n4/case_008_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123932-decc5af27db549e1b4a4900132c49333/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123932-decc5af27db549e1b4a4900132c49333/official_result.json.gz
case_008,2,5,55855,55855,0.0,0,方案/p2/n5/case_008_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/精修求解器/runs/wcc_interleave_v1/evaluations/attempts/20260924T132133-978aabadda1c4757b678cebc0db5bd6e/record.json,/Users/liyu/Desktop/中文题目/A题研究/精修求解器/runs/wcc_interleave_v1/evaluations/attempts/20260924T132133-978aabadda1c4757b678cebc0db5bd6e/official_result.json.gz
case_008,3,1,487605,487605,0.0,0,方案/p3/n1/case_008_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/pilot_fullpool_v2/evaluations/attempts/20260924T093803-ebcfe57f92044605951666eb8609eedf/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/pilot_fullpool_v2/evaluations/attempts/20260924T093759-3add54de0c2e4164828029eab3824deb/official_result.json.gz
case_008,3,2,244266,244266,0.0,0,方案/p3/n2/case_008_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/pilot_fullpool_v2/evaluations/attempts/20260924T093803-8cc1431ce23c4d088e4cd5d26a11a119/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/pilot_fullpool_v2/evaluations/attempts/20260924T093759-63093d568c184ff8924156bd9cd4ce9c/official_result.json.gz
case_008,3,3,163359,163359,0.0,0,方案/p3/n3/case_008_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T125143-cc4d1947d74948d582740e31830a7f16/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T125143-cc4d1947d74948d582740e31830a7f16/official_result.json.gz
case_008,3,4,123060,123060,0.0,0,方案/p3/n4/case_008_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T125149-fc86d6525b7640de84669959984c61ba/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T125149-fc86d6525b7640de84669959984c61ba/official_result.json.gz
case_008,3,5,55855,55855,0.0,0,方案/p3/n5/case_008_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/精修求解器/runs/wcc_interleave_v1/evaluations/attempts/20260924T132146-ce7f6b31280948f5882a6658118b1501/record.json,/Users/liyu/Desktop/中文题目/A题研究/精修求解器/runs/wcc_interleave_v1/evaluations/attempts/20260924T132146-ce7f6b31280948f5882a6658118b1501/official_result.json.gz
case_009,1,2,92198,92198,0.0,0,方案/p1/n2/case_009_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T093722-077df40d43fd42ccbdea7ad932784bdd/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T093722-077df40d43fd42ccbdea7ad932784bdd/official_result.json.gz
case_009,1,3,92198,92198,0.0,0,方案/p1/n3/case_009_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/实验记录/core_inheritance_v1/evaluations/attempts/20260924T131338-81a76c9f8cfa4b519a2e05fa28ba7d4c/record.json,/Users/liyu/Desktop/中文题目/A题研究/实验记录/core_inheritance_v1/evaluations/attempts/20260924T131338-81a76c9f8cfa4b519a2e05fa28ba7d4c/official_result.json.gz
case_009,1,4,92198,92198,0.0,0,方案/p1/n4/case_009_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/实验记录/core_inheritance_v1/evaluations/attempts/20260924T131347-e3deb9d3d7584362b38905e904d0397e/record.json,/Users/liyu/Desktop/中文题目/A题研究/实验记录/core_inheritance_v1/evaluations/attempts/20260924T131347-e3deb9d3d7584362b38905e904d0397e/official_result.json.gz
case_009,1,5,83830,83830,0.0,447056,方案/p1/n5/case_009_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133327-eece07d7b3184e0ba40ccff1a95dda8a/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133327-eece07d7b3184e0ba40ccff1a95dda8a/official_result.json.gz
case_009,2,2,87935,87935,0.0,366080,方案/p2/n2/case_009_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123948-2f3d1c5589624a259e452b49046499fd/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123948-2f3d1c5589624a259e452b49046499fd/official_result.json.gz
case_009,2,3,85607,85607,0.0,6656,方案/p2/n3/case_009_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T124015-5ff421bbac79499a8746fd42987f0c60/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T124015-5ff421bbac79499a8746fd42987f0c60/official_result.json.gz
case_009,2,4,59071,59071,0.0,1094910,方案/p2/n4/case_009_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T124047-b9b17b7682d34bf1952ceaf5a152dbca/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T124047-b9b17b7682d34bf1952ceaf5a152dbca/official_result.json.gz
case_009,2,5,52200,51788,0.7892720306513445,1328826,方案/p2/n5/case_009_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T220623-1347cabfc624494f9a0e82fa4dc2a6be/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T220623-1347cabfc624494f9a0e82fa4dc2a6be/official_result.json.gz
case_009,3,2,87935,87935,0.0,366080,方案/p3/n2/case_009_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T125229-aaaa915ed2ce4e39b9062d775fa40f34/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T125229-aaaa915ed2ce4e39b9062d775fa40f34/official_result.json.gz
case_009,3,3,85607,85607,0.0,6656,方案/p3/n3/case_009_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T125318-ce7675d8857a4842952e3aca982c9a8e/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T125318-ce7675d8857a4842952e3aca982c9a8e/official_result.json.gz
