case,problem,cores,makespan,added_copy,original_singlecore,speedup,source,source_plan,plan,verification,paper_plan_sha256
case_005,3,3,32392,1152972,95618,2.951901704124475,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_005/p3_n3/evaluations/attempts/20260926T062734-2caaada11351486684db4218028c6e6f/plan.json,plans/p3/n3/case_005_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,21bc2bcb607bb34727fd102b81699b433b2d7712c401bd734af071dddf3a5534
case_005,3,4,31233,1553010,95618,3.0614414241347294,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_005/p3_n4/evaluations/attempts/20260926T051038-07aa924dcffe4aceaeb1ed25fe4aed81/plan.json,plans/p3/n4/case_005_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,e81bac901f261cc63a383ebf61fbc5ed4cd5a37c2e1dab3d2ab915e489267b8a
case_005,3,5,31056,1546098,95618,3.078889747552808,hardware_frontier_v1,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发全图顺序_v1/case_005/p3/evaluations/attempts/20260926T035905-0a7e1f1bd1694335ad019661e6647f10/plan.json,plans/p3/n5/case_005_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,3b0cf000eefec5334d8158ad7cb7449d71fec32f2f888a064ca058aebf0db0b3
case_006,1,1,79627,12800,82837,1.04031295917214,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n1/case_006.json,plans/p1/n1/case_006_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,8f5d1a10e1f1eeb1126024a97a6d3009989c38bcdaeacbc5815ec21fbe170cc9
case_006,1,2,42234,56200,82837,1.961381825069849,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n2/case_006.json,plans/p1/n2/case_006_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,5a1ab191e7a584dfbf5b6dcf1aa5aecb1b26a01a739bd56e32b0b899fdd32741
case_006,1,3,31151,0,82837,2.6592083721228854,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n3/case_006.json,plans/p1/n3/case_006_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,efe27b1d9f02db4961b620d4dfded4183dc09faeefe13fccf68fa38a517f1d9b
case_006,1,4,28176,232112,82837,2.9399843838727997,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n4/case_006.json,plans/p1/n4/case_006_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,7216db5855871e2249385fbddfb1e4033c79ea19ee3e83033d90496b4f5463ba
case_006,1,5,25366,491636,82837,3.265670582669715,joint_panel_strong,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_006/p1_n5/strong/summary.json,plans/p1/n5/case_006_multicore_res.json,fresh_panel_winner_replay,d45947b90fcbfd7c6673a5ac6ed00966b4953e05e7e4d95e44108fa143c46b60
case_006,2,1,77634,0,82837,1.0670196048123246,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_006/p2_n1/mature_prefix/evaluations/attempts/20260926T055736-22214761820948c2959c1a39537b7164/plan.json,plans/p2/n1/case_006_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,f306549ea46e80655465d204e9aa8ee875bd85e1b0f4715c54f2485c4cb4e666
case_006,2,2,39362,3456,82837,2.1044916416848736,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n2/case_006_multicore_res.json,plans/p2/n2/case_006_multicore_res.json,inherited_team13_success,d4bf90fbc5a21e7d2107d2b7fcaf88bc35c3531966fddc04fe758010de35bb2d
case_006,2,3,31151,0,82837,2.6592083721228854,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n3/case_006_multicore_res.json,plans/p2/n3/case_006_multicore_res.json,inherited_team13_success,ec33267cddd33203e294e1f80b5ee63f3d3e13d5f49df0b01dfab725f5afa57c
case_006,2,4,31151,0,82837,2.6592083721228854,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n4/case_006_multicore_res.json,plans/p2/n4/case_006_multicore_res.json,inherited_team13_success,74caf0a7889a1b46d7ef08ac271f2051e1a478abfea8cf1b4864eed17ef0e522
case_006,2,5,20866,355106,82837,3.9699511166490944,ours,新增精选方案/p2/n5/case_006_multicore_res.json,plans/p2/n5/case_006_multicore_res.json,fresh_import_replay,233379c8e38ffea8b91ffbae68794bbe0b3d0b5d8389124d0be10689ac1120f3
case_006,3,1,77634,0,82837,1.0670196048123246,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_006/p3_n1/mature_prefix/evaluations/attempts/20260926T051933-8ef09b10be42469f9495594b6cbef115/plan.json,plans/p3/n1/case_006_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,f306549ea46e80655465d204e9aa8ee875bd85e1b0f4715c54f2485c4cb4e666
case_006,3,2,39362,3456,82837,2.1044916416848736,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n2/case_006_multicore_res.json,plans/p3/n2/case_006_multicore_res.json,inherited_team13_success,d4bf90fbc5a21e7d2107d2b7fcaf88bc35c3531966fddc04fe758010de35bb2d
case_006,3,3,31151,0,82837,2.6592083721228854,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n3/case_006_multicore_res.json,plans/p3/n3/case_006_multicore_res.json,inherited_team13_success,b6cfe61b8e332098e7432139074e923fb59459e9b1755b80843d7de98e6dca3f
case_006,3,4,31151,0,82837,2.6592083721228854,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n4/case_006_multicore_res.json,plans/p3/n4/case_006_multicore_res.json,inherited_team13_success,731c708f52de40ee9cd82fde4ff7304ffb789713aa56adcfe954f2249bde6986
case_006,3,5,19386,355106,82837,4.273032085009801,hardware_frontier_v1,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发全图顺序_v1/case_006/p3/evaluations/attempts/20260926T035904-beca3a32ca374f579b1d2c23e8af26a9/plan.json,plans/p3/n5/case_006_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,0a95dd0e443ae650953d4085b67699f2ca791e693f05ce8f014dcfdf308a3f74
case_007,1,1,1012562,0,1012562,1.0,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n1/case_007.json,plans/p1/n1/case_007_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,2bde43affa793d740a0a8daba1385545d9883d7ae1042b7d52dbf7805257b5ac
case_007,1,2,507494,27648,1012562,1.9952196479170197,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n2/case_007_multicore_res.json,plans/p1/n2/case_007_multicore_res.json,inherited_team13_success,2774400535964fd8d5f783c88c268bdee25bcad3654df9a2649147cc765840b0
case_007,1,3,338094,55296,1012562,2.994912657426633,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n3/case_007_multicore_res.json,plans/p1/n3/case_007_multicore_res.json,inherited_team13_success,df2b2d4fdbeca0b5698339e0e03275f15525edb2e82d97983a5d053bc8330cd0
case_007,1,4,254398,82944,1012562,3.980227831979811,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n4/case_007_multicore_res.json,plans/p1/n4/case_007_multicore_res.json,inherited_team13_success,435ab197ba73abe0da7ab5463b1858b77a1cb0d3a0f2df31bcf56feb67260a52
case_007,1,5,203834,110592,1012562,4.967581463347626,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n5/case_007_multicore_res.json,plans/p1/n5/case_007_multicore_res.json,inherited_team13_success,fc3565b2f7e56bd20ac20a9037711bf4b948b6015c83be815775711e653e6738
case_007,2,1,979262,0,1012562,1.0340051998341608,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_007/p2_n1/mature_prefix/evaluations/attempts/20260926T061306-a7d8db309d31412a8d0688c0c5abc73d/plan.json,plans/p2/n1/case_007_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,589f55d6e60a1df31962a1eb108c90c29304dcf20ce1f1d650942dbe6e2b714e
case_007,2,2,490226,35328,1012562,2.065500401855471,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_007/p2_n2/mature_prefix/evaluations/attempts/20260926T053849-c4852aa50e434c31b7892fea3ecb212f/plan.json,plans/p2/n2/case_007_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,7c3798f1a7464626e63cf693d970e0d8f2983163be347679b4918ceb71537ec8
case_007,2,3,326994,55296,1012562,3.096576695596861,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_007/p2_n3/mature_prefix/evaluations/attempts/20260926T061646-7b2aaae68ec24284a029f28a2367eb18/plan.json,plans/p2/n3/case_007_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,aa922992dcc273c71368af2ea25a8f68ac7675c1d8cfce13e12532ff1a9dea89
case_007,2,4,246030,82944,1012562,4.115603788155916,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_007/p2_n4/mature_prefix/evaluations/attempts/20260926T054947-ef37d5e2c1734b82b43cac91b94e8e78/plan.json,plans/p2/n4/case_007_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,c57085ee299d4c54424112f290dbdd0bfd9f34e0553281ba7d7f58f19bb9a98c
case_007,2,5,196870,110592,1012562,5.14330268705237,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n5/case_007_multicore_res.json,plans/p2/n5/case_007_multicore_res.json,inherited_team13_success,bc0d745f06025c731a46604aabc3ae1c3110fe73727be329ac93730a421309e4
case_007,3,1,979262,0,1012562,1.0340051998341608,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_007/p3_n1/mature_prefix/evaluations/attempts/20260926T055050-ba3cd315144b4b4485a2af8ad293d217/plan.json,plans/p3/n1/case_007_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,589f55d6e60a1df31962a1eb108c90c29304dcf20ce1f1d650942dbe6e2b714e
case_007,3,2,490226,35328,1012562,2.065500401855471,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_007/p3_n2/mature_prefix/evaluations/attempts/20260926T053624-6b74955444614e36bbed8c921b0fe4c6/plan.json,plans/p3/n2/case_007_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,7c3798f1a7464626e63cf693d970e0d8f2983163be347679b4918ceb71537ec8
case_007,3,3,326994,55296,1012562,3.096576695596861,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_007/p3_n3/mature_prefix/evaluations/attempts/20260926T051540-41c63f3e607242f8ac642e5b4ded67b6/plan.json,plans/p3/n3/case_007_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,aa922992dcc273c71368af2ea25a8f68ac7675c1d8cfce13e12532ff1a9dea89
case_007,3,4,246030,82944,1012562,4.115603788155916,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_007/p3_n4/mature_prefix/evaluations/attempts/20260926T054733-a0c17d6555b04257ba70ef1955899835/plan.json,plans/p3/n4/case_007_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,c57085ee299d4c54424112f290dbdd0bfd9f34e0553281ba7d7f58f19bb9a98c
case_007,3,5,196870,110592,1012562,5.14330268705237,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n5/case_007_multicore_res.json,plans/p3/n5/case_007_multicore_res.json,inherited_team13_success,bc0d745f06025c731a46604aabc3ae1c3110fe73727be329ac93730a421309e4
case_008,1,1,273527,3981312,487605,1.7826576535406011,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n1/case_008.json,plans/p1/n1/case_008_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,e446de84ad46e39e8cda7e04b5c7bd7be36ca416340bd83fdc1bad858c1b05ee
case_008,1,2,244266,0,487605,1.9962049568912579,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n2/case_008_multicore_res.json,plans/p1/n2/case_008_multicore_res.json,inherited_team13_success,118e4ca2eb70b92b2dd9616a1c85a44cf9b43ce4b18ec1ba147368fd01a42216
case_008,1,3,163359,0,487605,2.984867684057811,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n3/case_008_multicore_res.json,plans/p1/n3/case_008_multicore_res.json,inherited_team13_success,7f0f8535204b198dacd1a7a11a25a403db8d823a31dd0f7a47a1af8020453453
case_008,1,4,123060,0,487605,3.962335446123842,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n4/case_008_multicore_res.json,plans/p1/n4/case_008_multicore_res.json,inherited_team13_success,42d690447be9ee709172b62a6b3cab5f3a8d3f7d17aae76f65ee9afd4fd4bc35
case_008,1,5,100603,0,487605,4.846823653370178,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n5/case_008_multicore_res.json,plans/p1/n5/case_008_multicore_res.json,inherited_team13_success,a466f530c29ae920afd47228ee41cadc6497e19be8d212dcfe1b04e994436a7e
case_008,2,1,254001,0,487605,1.9196971665465885,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_008/p2_n1/mature_prefix/evaluations/attempts/20260926T050319-80c50528e7eb4cae9a52bb0f4960d541/plan.json,plans/p2/n1/case_008_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,a5b8f04ff00f11bf9fb9eeed0dbfa86f60f3066628a2c49da5b148dfe84244b3
case_008,2,2,129246,0,487605,3.772689290190799,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_008/p2_n2/mature_prefix/evaluations/attempts/20260926T045631-e96454ac9c8548f8ab32d793b60f34d4/plan.json,plans/p2/n2/case_008_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,593a60bcbc2fba6c25e8da12679e38506f04a4ccec1f3cc656d0d6c44078c1be
case_008,2,3,87867,0,487605,5.549352999419577,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_008/p2_n3/mature_prefix/evaluations/attempts/20260926T060007-8a5a40f299d64735b6f09876ee5a8f79/plan.json,plans/p2/n3/case_008_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,e8d4725db4f9f19f0d3431110d6a859e7622a1a1ed173afda44667f0d1692261
case_008,2,4,67332,0,487605,7.241801817857779,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_008/p2_n4/mature_prefix/evaluations/attempts/20260926T051254-6995ef0b331a4aef9cd19683575faa75/plan.json,plans/p2/n4/case_008_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,775e2625329e39c4110a1cbdf78c081a200bfcdb505d238d54b13a9fe8843747
case_008,2,5,55855,0,487605,8.729836182973772,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n5/case_008_multicore_res.json,plans/p2/n5/case_008_multicore_res.json,inherited_team13_success,7c13879e11df9b64c3630f2a7b611a46aa65ecca5b8f88b8a98c396c0274df9b
case_008,3,1,254001,0,487605,1.9196971665465885,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_008/p3_n1/mature_prefix/evaluations/attempts/20260926T044255-ba8d3290f63840b5b3fadf819eed83d0/plan.json,plans/p3/n1/case_008_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,a5b8f04ff00f11bf9fb9eeed0dbfa86f60f3066628a2c49da5b148dfe84244b3
case_008,3,2,129246,0,487605,3.772689290190799,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_008/p3_n2/mature_prefix/evaluations/attempts/20260926T061201-370aad9752e4478ca005415ffb82dc07/plan.json,plans/p3/n2/case_008_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,593a60bcbc2fba6c25e8da12679e38506f04a4ccec1f3cc656d0d6c44078c1be
case_008,3,3,87867,0,487605,5.549352999419577,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_008/p3_n3/mature_prefix/evaluations/attempts/20260926T050736-3628699049ff41faa3ed1094dd4f9264/plan.json,plans/p3/n3/case_008_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,e8d4725db4f9f19f0d3431110d6a859e7622a1a1ed173afda44667f0d1692261
case_008,3,4,67332,0,487605,7.241801817857779,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_008/p3_n4/mature_prefix/evaluations/attempts/20260926T053521-c7502db68a1a4cbdbb86d2375b6f13d0/plan.json,plans/p3/n4/case_008_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,775e2625329e39c4110a1cbdf78c081a200bfcdb505d238d54b13a9fe8843747
case_008,3,5,55855,0,487605,8.729836182973772,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n5/case_008_multicore_res.json,plans/p3/n5/case_008_multicore_res.json,inherited_team13_success,7c13879e11df9b64c3630f2a7b611a46aa65ecca5b8f88b8a98c396c0274df9b
